id. Response ID;submitdate. Date submitted;Month Year[subm...Date submitted];Month[Month Yea...ate submitted]];Year[Month Year...ate submitted]];lastpage. Last page;Carmain;Previous PHEVs;Previous BEVs;Previous HEVs;Previous CNGs;Household Income;Importance of reducing greenhouse gas emissions (-3 not important, 3 important);Home ownership (own 1);Home Type (detached 1);Highest Level of Education;Longest trip in the last 12 months;Number of trips over 200 miles in the last 12 months;One-way commute distance;Number of people in the household;Age;Gender (Male 1);Number of vehicles in the household;Annual VMT Estimate ;FCV, BEV Dummy
PHASE_2_6060;24.08.2016 12:45;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;0;0;125000;0;0;0;3;347,87;0;7,36;2;35;0;2;7000;1
PHASE_2_6063;24.08.2016 16:42;Aug 16;8;2016;43;2016 Nissan Leaf;0;0;0;0;225000;-1,71;1;0;4;;0;22,25;2;35;1;2;12480;1
PHASE_2_6066;24.08.2016 13:08;Aug 16;8;2016;43;2014 Ford C-Max Energi;0;0;0;0;125000;0,32;0;1;3;471,63;4;4,41;2;25;0;2;20000;
PHASE_2_6069;24.08.2016 13:47;Aug 16;8;2016;43;2015 Ford Fusion Energi;0;0;0;0;175000;-0,58;1;1;2;454,54;0;28,72;2;35;1;2;14880;
PHASE_2_6072;24.08.2016 13:52;Aug 16;8;2016;43;2016 Kia Soul EV;0;0;0;0;275000;2,39;1;0;3;175,21;1;16,23;3;65;0;3;10682,4;1
PHASE_2_6075;24.08.2016 13:58;Aug 16;8;2016;43;2016 Tesla Model S;0;1;0;0;475000;-3;1;1;3;420,68;0;;4;45;0;2;6000;1
PHASE_2_6078;24.08.2016 13:45;Aug 16;8;2016;43;2015 Ford C-Max Energi;;;;;;;;;;;;;;;;1;;
PHASE_2_6081;;;;;17;2015 Nissan Leaf;0;0;1;0;;;;;;;;;4;45;0;2;;1
PHASE_2_6084;;;;;4;2016 Volkswagen e-Golf;;;;;;;;;;;;;;;;1;;1
PHASE_2_6303;24.08.2016 14:52;Aug 16;8;2016;43;2015 Ford Fusion Energi;0;0;0;0;75000;2,78;0;1;2;;0;9,42;2;75;0;2;14200;
PHASE_2_6090;24.08.2016 15:32;Aug 16;8;2016;43;2015 Tesla Model S;0;0;1;0;275000;2,97;1;1;2;128,88;0;14,72;4;55;1;4;5485,714286;1
PHASE_2_6093;;;;;4;2016 Nissan Leaf;;;;;;;;;;;;;;;;1;;1
PHASE_2_6096;24.08.2016 14:22;Aug 16;8;2016;43;2015 Tesla Model S;0;0;0;0;275000;2,6;1;1;2;361,81;6;3,38;3;55;1;4;6619,2;1
PHASE_2_6099;24.08.2016 13:59;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;0;0;225000;2,87;0;0;3;216,89;0;7,71;2;25;0;2;3450,857143;1
PHASE_2_6102;24.08.2016 14:12;Aug 16;8;2016;43;2016 Volkswagen e-Golf;0;0;0;0;75000;0,68;0;0;2;74,75;0;6,85;2;25;0;2;9066,666667;1
PHASE_2_6105;24.08.2016 14:39;Aug 16;8;2016;43;2016 Chevrolet Volt;1;0;0;0;175000;0;1;1;4;384,56;7;12,6;4;55;0;2;15840;
PHASE_2_6108;24.08.2016 14:52;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;0;0;125000;-3;1;0;4;266,96;0;17,35;4;35;0;3;12429,6;1
PHASE_2_6111;24.08.2016 14:13;Aug 16;8;2016;43;2015 Tesla Model S;0;0;0;0;225000;;1;1;3;120,32;2;22,66;1;45;1;1;14249,6;1
PHASE_2_6114;24.08.2016 15:07;Aug 16;8;2016;43;2015 Ford C-Max Energi;1;0;0;0;75000;2,64;1;1;3;247,25;4;20,99;3;35;0;2;14823,52941;
PHASE_2_6117;24.08.2016 14:31;Aug 16;8;2016;43;2015 Nissan Leaf;;;;;75000;0,75;0;0;3;;0;3,3;3;25;0;1;2266,666667;1
PHASE_2_6120;24.08.2016 15:37;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;0;0;175000;-2,13;1;0;2;217,75;0;28,77;6;45;0;2;17269;1
PHASE_2_6123;;;;;9;2015 Tesla Model S;0;0;1;0;;;;;;;;;;;;3;;1
PHASE_2_6126;;;;;12;2015 Ford C-Max Energi;0;0;0;0;;;;;;;;;4;35;1;1;;
PHASE_2_6129;24.08.2016 14:37;Aug 16;8;2016;43;2016 Kia Soul EV;0;0;0;0;175000;0,3;1;1;4;394,34;0;28,04;4;35;1;2;13500;1
PHASE_2_6132;24.08.2016 14:13;Aug 16;8;2016;43;2014 Ford Fusion Energi;0;0;0;0;375000;-3;1;1;4;95,53;4;11,77;3;35;0;2;20181,81818;
PHASE_2_6135;14.09.2016 18:10;Sep 16;9;2016;43;2016 Chevrolet Volt;0;0;0;0;75000;2,84;1;1;2;132,17;3;24,09;1;35;1;4;158400;
PHASE_2_6138;;;;;27;2016 Chevrolet Volt;0;0;1;0;;;;;;;1;;2;35;1;2;;
PHASE_2_6141;24.08.2016 14:31;Aug 16;8;2016;43;2016 Tesla Model S;1;1;0;0;275000;2,72;1;0;3;274,49;3;28,3;2;45;1;3;6000;1
PHASE_2_6144;24.08.2016 16:09;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;0;0;225000;2,83;1;0;4;474,86;0;7,05;5;45;0;3;7237,92;1
PHASE_2_6147;24.08.2016 14:32;Aug 16;8;2016;43;2016 Ford C-Max Energi;0;0;0;0;;-3;1;1;3;;0;44,65;2;55;1;3;8262;
PHASE_2_6150;;;;;7;2016 Chevrolet Volt;;;;;;;;;;;;;;;;1;;
PHASE_2_6153;24.08.2016 14:32;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;0;0;275000;2,78;1;1;3;383,75;0;5,2;4;55;0;2;8546,769231;1
PHASE_2_6156;24.08.2016 14:56;Aug 16;8;2016;43;2015 BMW i3;0;0;1;0;175000;0,51;0;0;3;180,11;0;5,17;3;45;0;2;5538,461538;
PHASE_2_6159;25.08.2016 21:49;Aug 16;8;2016;43;2015 Volkswagen e-Golf;0;1;0;0;275000;2,59;1;1;3;397,6;0;34,96;3;45;0;4;44000;1
PHASE_2_6162;;;;;31;2015 Ford C-Max Energi;0;0;1;0;;;;;;206,72;18;4,11;2;75;1;3;;
PHASE_2_6165;24.08.2016 14:21;Aug 16;8;2016;43;2015 Volkswagen e-Golf;0;0;0;0;225000;1,33;1;1;3;530,53;0;48,48;2;55;0;4;26250;1
PHASE_2_6168;24.08.2016 14:16;Aug 16;8;2016;43;2016 Volkswagen e-Golf;0;0;0;0;175000;2,7;1;1;4;238,26;0;5,07;4;35;0;2;16800;1
PHASE_2_6171;24.08.2016 14:36;Aug 16;8;2016;43;2015 Ford C-Max Energi;0;0;1;0;175000;0;1;1;3;248,22;3;14,8;4;45;0;3;8450,666667;
PHASE_2_6174;;;;;0;;;;;;;;;;;;;;;;;1;;
PHASE_2_6177;;;;;3;2016 Chevrolet Volt;;;;;;;;;;;;;;;;1;;
PHASE_2_6180;24.08.2016 14:15;Aug 16;8;2016;43;2015 BMW i3;0;0;0;0;125000;-2,03;1;0;4;148,58;0;24,35;1;45;0;2;15000;1
PHASE_2_6183;24.08.2016 14:09;Aug 16;8;2016;43;2016 Fiat 500e;0;0;1;0;275000;0;1;1;3;267,8;0;13,3;3;45;0;2;8400;1
PHASE_2_6186;24.08.2016 14:19;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;0;0;75000;2,6;0;0;4;97,16;1;14,02;1;55;1;1;87272,72727;1
PHASE_2_6189;24.08.2016 13:57;Aug 16;8;2016;43;2016 Nissan Leaf;;;;;;;;;;;;;;;;1;;1
PHASE_2_6192;24.08.2016 15:42;Aug 16;8;2016;43;2016 Audi A3 Sportback e-tron;0;0;0;0;475000;2,06;1;1;4;;0;7,72;4;45;0;1;9970;
PHASE_2_6195;24.08.2016 16:04;Aug 16;8;2016;43;2016 Ford Fusion Energi;0;0;1;0;175000;2,59;1;0;4;473,96;0;15,23;4;45;0;2;10800;
PHASE_2_6198;;;;;3;2015 Nissan Leaf;;;;;;;;;;;;;;;;1;;1
PHASE_2_6201;24.08.2016 16:52;Aug 16;8;2016;43;2016 Ford Fusion Energi;0;0;0;0;50000;1,44;0;0;2;106,98;5;23,28;4;45;0;2;26666,66667;
PHASE_2_6204;24.08.2016 14:25;Aug 16;8;2016;43;2015 Tesla Model S;0;0;1;0;175000;2,78;1;1;3;91,7;18;;2;75;0;3;7680;1
PHASE_2_6207;;;;;25;2016 Volkswagen e-Golf;0;0;0;0;;;;;;;0;7,16;3;35;0;2;;1
PHASE_2_6213;24.08.2016 14:35;Aug 16;8;2016;43;2015 Tesla Model S;0;0;0;0;275000;-2,86;1;1;4;291,65;13;30,97;2;55;0;2;25363,63636;1
PHASE_2_6216;24.08.2016 14:32;Aug 16;8;2016;43;2015 Ford Fusion Energi;0;0;0;0;175000;1,04;1;1;2;226,06;20;23,38;4;45;1;3;11250;
PHASE_2_6219;24.08.2016 16:22;Aug 16;8;2016;43;2015 Tesla Model S;0;0;0;0;;0,74;1;1;4;307,87;0;0,63;4;65;0;4;3269,142857;1
PHASE_2_6222;24.08.2016 14:37;Aug 16;8;2016;43;2016 Nissan Leaf;0;1;0;0;175000;2,6;1;1;4;394,12;0;8,83;4;55;0;3;16800;1
PHASE_2_6273;;;;;13;2016 BMW i3;0;0;0;0;;;;;;;;;3;35;1;2;;
PHASE_2_6225;24.08.2016 14:18;Aug 16;8;2016;43;2016 Volkswagen e-Golf;0;0;0;0;;;0;0;4;176,44;0;22,38;2;35;0;2;7733,333333;1
PHASE_2_6228;;;;;3;2017 Chevrolet Volt;;;;;;;;;;;;;;;;1;;
PHASE_2_6231;;;;;3;2015 Nissan Leaf;;;;;;;;;;;;;;;;1;;1
PHASE_2_6234;24.08.2016 14:14;Aug 16;8;2016;43;2015 Ford Fusion Energi;0;0;0;0;175000;2,86;1;0;4;227,31;2;12,52;4;35;1;2;22000;
PHASE_2_6237;24.08.2016 15:33;Aug 16;8;2016;43;2015 Chevrolet Volt;0;1;0;0;125000;0;1;1;3;454,23;1;32,54;4;45;0;3;5454,545455;
PHASE_2_6240;;;;;41;2015 Chevrolet Volt;0;0;0;0;175000;0;1;1;4;219,78;3;30,63;2;65;1;2;;
PHASE_2_6243;;;;;3;2015 Tesla Model S;;;;;;;;;;;;;;;;1;;1
PHASE_2_6246;24.08.2016 14:18;Aug 16;8;2016;43;2016 Tesla Model S;0;1;0;0;475000;0,87;1;1;4;242,75;1;51,18;4;45;0;2;12000;1
PHASE_2_6249;24.08.2016 14:21;Aug 16;8;2016;43;2016 Fiat 500e;0;0;0;0;125000;2,62;0;0;3;124,15;0;2,38;2;35;0;2;3534,857143;1
PHASE_2_6252;24.08.2016 15:51;Aug 16;8;2016;43;2015 Ford C-Max Energi;0;0;0;0;75000;-0,46;1;1;4;211,02;2;27,02;1;35;1;1;11294,11765;
PHASE_2_6255;24.08.2016 14:22;Aug 16;8;2016;43;2016 Nissan Leaf;0;0;1;0;175000;2,52;1;1;4;233,51;0;4,21;4;45;0;2;11280;1
PHASE_2_6258;25.08.2016 03:06;Aug 16;8;2016;43;2016 Ford Fusion Energi;1;0;0;0;125000;1,66;0;0;3;201,75;1;6,88;2;35;0;2;800;
PHASE_2_6261;25.09.2016 22:36;Sep 16;9;2016;43;2016 Chevrolet Volt;0;0;0;0;75000;1,28;0;1;3;;0;6,46;3;35;0;2;10690,90909;
PHASE_2_6267;24.08.2016 14:28;Aug 16;8;2016;43;2015 Ford Fusion Energi;0;0;0;0;175000;2,46;1;1;3;372,94;10;10,61;4;55;0;2;12510;
PHASE_2_6270;24.08.2016 14:19;Aug 16;8;2016;43;2015 Tesla Model S;0;0;0;0;125000;1,4;1;1;4;58,96;10;2,7;3;45;0;1;6452,727273;1
PHASE_2_6276;24.08.2016 14:24;Aug 16;8;2016;43;2016 Chevrolet Volt;0;1;1;0;;2,65;1;1;4;86,05;1;0,95;1;45;1;2;7865,142857;
PHASE_2_6279;;;;;7;2016 Audi A3 Sportback e-tron;;;;;;;;;;;;;;;;1;;
PHASE_2_6282;14.09.2016 16:31;Sep 16;9;2016;43;2016 Volkswagen e-Golf;0;0;0;0;75000;1,56;0;0;4;;0;13,24;1;55;1;1;4458;1
PHASE_2_6300;;;;;32;2015 Tesla Model S;0;0;1;0;;;;;;52,69;4;;2;65;0;2;;1
PHASE_2_6285;24.08.2016 14:33;Aug 16;8;2016;43;2015 BMW i3;0;0;0;0;125000;;1;1;4;393,02;0;22,18;2;65;0;2;10000;
PHASE_2_6288;24.08.2016 14:32;Aug 16;8;2016;43;2016 Ford C-Max Energi;0;0;1;0;125000;2,59;1;1;3;103,47;2;66,25;3;55;1;2;15428,57143;
PHASE_2_6291;24.08.2016 14:48;Aug 16;8;2016;43;2015 Ford Fusion Energi;0;0;0;0;175000;2,76;1;1;3;319,33;0;14,08;3;55;1;2;12000;
PHASE_2_6294;24.08.2016 14:20;Aug 16;8;2016;43;2016 Chevrolet Volt;1;0;0;0;75000;2,8;1;1;3;;0;8,4;2;45;0;2;5400;
PHASE_2_6297;24.08.2016 15:34;Aug 16;8;2016;43;2015 BMW i3;0;0;0;0;175000;2,21;1;1;3;278,71;1;18,08;4;55;0;5;9522,857143;
PHASE_2_6306;24.08.2016 14:40;Aug 16;8;2016;43;2015 Nissan Leaf;0;1;0;0;175000;-3;1;1;3;416,52;0;7,93;4;55;0;2;9526;1
PHASE_2_6309;24.08.2016 14:36;Aug 16;8;2016;43;2015 Tesla Model S;0;0;0;0;;-2,2;1;1;3;356,17;4;1,82;4;65;0;4;5550;1
PHASE_2_6312;;;;;0;;;;;;;;;;;;;;;;;1;;
PHASE_2_6315;24.08.2016 15:42;Aug 16;8;2016;43;2015 Chevrolet Volt;0;1;1;0;225000;1,44;1;1;4;54,66;8;5,52;2;55;0;2;8188,8;
PHASE_2_6318;24.08.2016 15:40;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;0;0;125000;2,83;1;1;3;282,58;0;22,91;2;35;0;2;7206;1
PHASE_2_6321;24.08.2016 14:28;Aug 16;8;2016;43;2015 Ford C-Max Energi;0;0;0;0;75000;2,25;0;0;3;117,02;1;9,25;3;35;1;2;4800;
PHASE_2_6324;;;;;;;;;;;;;;;;;;;;;;1;;
PHASE_2_6327;24.08.2016 14:34;Aug 16;8;2016;43;2015 Ford C-Max Energi;0;0;0;0;325000;-2,26;1;1;3;609,69;15;8,86;4;45;1;3;22000;
PHASE_2_6330;24.08.2016 14:42;Aug 16;8;2016;43;2014 Ford C-Max Energi;0;0;1;0;125000;0;1;1;3;372,3;0;26,61;4;45;0;2;15550;
PHASE_2_6333;24.08.2016 14:37;Aug 16;8;2016;43;2015 Tesla Model S P85D;0;0;0;0;125000;2,82;0;0;3;610,88;5;1,54;1;35;0;1;12000;1
PHASE_2_6336;24.08.2016 14:32;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;0;0;175000;2,93;1;1;4;381,72;0;23,98;2;55;1;2;26250;1
PHASE_2_6339;;;;;4;2016 Chevrolet Volt;;;;;;;;;;;;;;;;1;;
PHASE_2_6342;24.08.2016 15:27;Aug 16;8;2016;43;2015 Tesla Model S;0;1;0;0;475000;1,72;1;1;2;101,57;20;5,11;2;75;0;4;9768;1
PHASE_2_6345;24.08.2016 14:30;Aug 16;8;2016;43;2016 Audi A3 Sportback e-tron;0;0;0;0;75000;1,41;1;1;4;759,24;3;36,08;1;35;0;1;12;
PHASE_2_6348;24.08.2016 15:20;Aug 16;8;2016;43;2015 Tesla Model S;0;0;0;0;125000;2,42;0;1;4;227,62;3;2,49;5;55;0;3;10500;1
PHASE_2_6351;24.08.2016 14:40;Aug 16;8;2016;43;2015 Fiat 500e;0;1;0;0;75000;;0;0;3;140,03;0;9,56;4;35;0;2;6545,454545;1
PHASE_2_6354;24.08.2016 14:51;Aug 16;8;2016;43;2016 Tesla Model S;0;0;0;0;500000;2,73;1;1;4;317,57;4;9,25;3;45;0;3;21600;1
PHASE_2_6357;24.08.2016 15:09;Aug 16;8;2016;43;2015 Chevrolet Volt;0;0;0;0;125000;-3;0;0;3;433,92;1;22,89;2;25;1;2;18000;
PHASE_2_6360;;;;;25;2015 Chevrolet Volt;1;0;0;0;;;;;;;3;29,36;4;;;2;;
PHASE_2_6363;24.08.2016 14:50;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;0;0;125000;2,39;1;1;4;362,7;0;18,41;4;45;0;2;12734,4;1
PHASE_2_6366;24.08.2016 14:13;Aug 16;8;2016;43;2015 Tesla Model S;;;;;;;;;;;;;;;;1;;1
PHASE_2_6369;;;;;17;2016 Tesla Model S;0;0;0;0;;;;;;;;;2;;;2;;1
PHASE_2_6375;24.08.2016 14:39;Aug 16;8;2016;43;2016 Nissan Leaf;0;0;0;0;425000;2,61;1;1;4;120,86;0;8,44;2;75;1;2;3437,142857;1
PHASE_2_6378;25.08.2016 15:13;Aug 16;8;2016;43;2016 Chevrolet Volt;0;0;0;0;50000;0;1;;3;94,84;2;1,11;3;65;0;2;15085,71429;
PHASE_2_6381;24.08.2016 15:05;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;0;0;225000;2,21;1;1;3;484,94;0;14,68;2;55;1;5;10500;1
PHASE_2_6384;24.08.2016 14:44;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;1;0;225000;2,76;1;1;4;932,96;0;6,34;4;55;1;3;3264;1
PHASE_2_6387;;;;;30;2015 Ford C-Max Energi;1;0;0;0;;;;;;412,53;0;28,59;4;45;0;4;;
PHASE_2_6390;24.08.2016 15:09;Aug 16;8;2016;43;2016 Chevrolet Volt;0;0;0;0;175000;2,75;1;0;4;;0;3,28;3;55;1;2;5713,5;
PHASE_2_6393;;;;;37;2015 Nissan Leaf;0;0;0;0;;;;;;;0;22,23;4;45;0;2;;1
PHASE_2_6396;24.08.2016 14:59;Aug 16;8;2016;43;2015 Nissan Leaf;0;1;0;0;;1,27;1;1;4;90,85;0;0,87;4;55;0;3;4683,818182;1
PHASE_2_6399;24.08.2016 14:36;Aug 16;8;2016;43;2015 BMW i3;0;0;0;0;325000;2,62;1;1;3;457,11;0;20,32;5;35;0;2;13714,28571;
PHASE_2_6402;;;;;26;2016 Chevrolet Volt;1;0;0;0;;;;;;;4;17,98;2;65;0;3;;
PHASE_2_6405;24.08.2016 15:10;Aug 16;8;2016;43;2016 Chevrolet Volt;1;0;0;0;125000;-2,4;1;1;4;139,09;28;125,51;2;65;0;1;16572;
PHASE_2_6408;24.08.2016 15:00;Aug 16;8;2016;43;2015 BMW i3;0;0;1;0;175000;2,77;1;1;3;367,58;0;29,93;2;65;0;2;10500;
PHASE_2_6411;;;;;11;2016 Fiat 500e;0;0;0;0;;;;;;;;;;;;3;;1
PHASE_2_6414;24.08.2016 15:41;Aug 16;8;2016;43;2015 Nissan Leaf;0;1;1;0;175000;2,45;1;1;2;87,58;3;19,5;2;25;1;2;13846,15385;1
PHASE_2_6417;24.08.2016 14:35;Aug 16;8;2016;43;2016 Volkswagen e-Golf;0;0;0;0;275000;2,77;0;0;3;133,51;1;5,65;2;35;0;2;4000;1
PHASE_2_6420;24.08.2016 15:48;Aug 16;8;2016;43;2013 Nissan Leaf;0;0;0;0;175000;1,02;1;1;4;208,79;45;17,45;3;65;0;2;5610,909091;1
PHASE_2_6423;24.08.2016 14:57;Aug 16;8;2016;43;2015 Chevrolet Volt;0;0;0;0;;2,64;1;1;4;1784,25;0;34,52;4;45;0;2;21240;
PHASE_2_6426;24.08.2016 14:38;Aug 16;8;2016;43;2016 Ford Fusion Energi;0;0;0;0;225000;0,21;1;1;3;476,68;1;5,57;4;45;0;2;13333,33333;
PHASE_2_6429;14.09.2016 17:40;Sep 16;9;2016;43;2015 Chevrolet Volt;0;1;0;0;175000;2,65;1;1;4;384,77;2;30,56;2;35;1;2;9500;
PHASE_2_6432;24.08.2016 15:42;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;1;0;425000;1,63;1;1;3;;0;11,52;4;35;0;2;2769,230769;1
PHASE_2_6435;24.08.2016 14:40;Aug 16;8;2016;43;2016 Fiat 500e;0;0;0;0;125000;1,12;1;0;4;;0;6,42;1;35;1;1;7110;1
PHASE_2_6438;24.08.2016 14:53;Aug 16;8;2016;43;2015 Tesla Model S;0;0;0;0;325000;-0,58;1;1;3;311,72;15;32,45;5;35;0;2;16200;1
PHASE_2_6441;24.08.2016 15:02;Aug 16;8;2016;43;2015 Chevrolet Volt;0;0;0;0;;-3;1;1;4;414,01;0;14,1;6;45;0;4;9000;
PHASE_2_6444;24.08.2016 14:44;Aug 16;8;2016;43;2016 BMW i3;0;0;0;0;125000;2,73;1;1;3;;0;;6;35;1;2;4800;
PHASE_2_6447;;;;;3;2015 Tesla Model S;;;;;;;;;;;;;;;;1;;1
PHASE_2_6450;;;;;30;2015 Tesla Model S;0;0;1;0;;;;;;353,14;3;15,07;3;45;0;3;;1
PHASE_2_6453;24.08.2016 15:05;Aug 16;8;2016;43;2015 Chevrolet Volt;0;0;0;0;425000;2,63;1;1;3;92,12;0;;2;65;0;2;7123,384615;
PHASE_2_6459;24.08.2016 15:09;Aug 16;8;2016;43;2015 Tesla Model S;0;0;0;0;375000;2,44;1;1;4;423,41;2;18,93;5;45;0;2;12428,57143;1
PHASE_2_6462;24.08.2016 14:58;Aug 16;8;2016;43;2016 Fiat 500e;0;0;0;0;;1,7;0;0;4;197,66;0;10,06;2;75;0;2;5828,571429;1
PHASE_2_6465;24.08.2016 15:05;Aug 16;8;2016;43;2015 Ford C-Max Energi;0;0;0;0;125000;2,61;1;1;3;152,55;1;6,13;1;35;1;1;7938,461538;
PHASE_2_6468;24.08.2016 14:59;Aug 16;8;2016;43;2015 Ford Fusion Energi;0;0;0;0;;-2,05;1;1;3;322,3;0;15,59;5;55;0;3;7650;
PHASE_2_6471;24.08.2016 14:58;Aug 16;8;2016;43;2015 Ford C-Max Energi;0;0;0;0;125000;-0,46;0;1;3;84,93;2;5,74;3;45;1;2;15022,15385;
PHASE_2_6474;;;;;26;2015 Nissan Leaf;0;0;0;0;;;;;;;0;17,24;3;55;0;2;;1
PHASE_2_6477;24.08.2016 15:00;Aug 16;8;2016;43;2015 Ford Fusion Energi;0;0;0;0;175000;1,73;1;1;2;94,3;5;90,2;4;55;0;3;21060;
PHASE_2_6480;;;;;18;2015 Ford C-Max Energi;0;0;1;0;;;;;;;;;4;45;0;2;;
PHASE_2_6483;24.08.2016 14:59;Aug 16;8;2016;43;2015 Nissan Leaf;0;1;0;0;125000;2,45;1;1;3;1727,16;0;6,88;5;45;0;2;316112,7273;1
PHASE_2_6486;24.08.2016 14:55;Aug 16;8;2016;43;2015 BMW i3;0;0;0;0;;2,76;1;1;4;158,27;0;13,02;2;55;1;3;8914,285714;1
PHASE_2_6489;;;;;;;;;;;;;;;;;;;;;;1;;
PHASE_2_6492;24.08.2016 15:14;Aug 16;8;2016;43;2016 Chevrolet Volt;1;0;0;0;125000;0,65;1;0;4;351,36;3;10,95;2;35;0;1;9969;
PHASE_2_6495;24.08.2016 15:25;Aug 16;8;2016;43;2016 Volkswagen e-Golf;0;0;0;0;175000;2,65;0;0;4;;0;31,02;3;35;1;1;15333,33333;1
PHASE_2_6498;;;;;0;;;;;;;;;;;;;;;;;1;;
PHASE_2_6501;;;;;40;2016 Ford Fusion Energi;0;0;0;0;;-3;;;;;5;38,75;2;55;0;3;;
PHASE_2_6504;;;;;3;2015 Ford C-Max Energi;;;;;;;;;;;;;;;;1;;
PHASE_2_6507;24.08.2016 15:19;Aug 16;8;2016;43;2016 Chevrolet Volt;1;0;0;0;125000;1,64;1;1;2;371,94;4;0,87;2;65;1;2;6113,333333;
PHASE_2_6510;24.08.2016 15:56;Aug 16;8;2016;43;2015 Tesla Model S;0;0;1;0;375000;2,37;1;1;4;100,94;3;2,12;2;65;0;2;9484,8;1
PHASE_2_6513;29.08.2016 11:34;Aug 16;8;2016;43;2015 Fiat 500e;0;0;0;0;275000;-1,2;1;1;2;478,09;0;;5;45;0;3;9600;1
PHASE_2_6516;;;;;1;;;;;;;;;;;;;;;;;1;;
PHASE_2_6519;24.08.2016 17:26;Aug 16;8;2016;43;2016 Chevrolet Volt;1;0;0;0;75000;1,93;1;1;3;;0;27,45;1;55;1;1;10936;
PHASE_2_6522;;;;;7;2016 Kia Soul EV;;;;;;;;;;;;;;;;2;;1
PHASE_2_6525;;;;;;;;;;;;;;;;;;;;;;1;;
PHASE_2_6528;;;;;3;2016 Kia Soul EV;;;;;;;;;;;;;;;;1;;1
PHASE_2_6531;;;;;3;2015 Nissan Leaf;;;;;;;;;;;;;;;;1;;1
PHASE_2_6534;24.08.2016 15:35;Aug 16;8;2016;43;2015 Nissan Leaf;0;0;0;0;125000;2,62;1;1;3;202,88;4;14,29;3;45;1;2;20498,18182;1
PHASE_2_6537;24.08.2016 15:15;Aug 16;8;2016;43;2016 Chevrolet  Volt;0;0;1;0;;0;1;1;4;236,67;4;10,15;4;45;0;2;19200;
PHASE_2_6540;24.08.2016 15:01;Aug 16;8;2016;43;2015 BMW i3;0;1;0;0;500000;-0,85;1;1;4;234,06;0;15,9;4;45;1;3;11400;1
PHASE_2_6543;;;;;25;2016 Chevrolet Volt;0;0;0;0;;;;;;;3;0,89;1;25;1;2;;
PHASE_2_6546;24.08.2016 15:32;Aug 16;8;2016;43;2015 Tesla Model S;0;0;0;0;225000;1,26;1;1;3;130,43;6;19,89;3;65;0;5;12923,07692;1
PHASE_2_6549;29.08.2016 18:04;Aug 16;8;2016;43;2016 Chevrolet Volt;1;0;0;0;;2,73;1;1;4;426,32;3;38,99;4;55;1;3;12319,5;
PHASE_2_6552;24.08.2016 15:37;Aug 16;8;2016;43;2015 Tesla Model S;0;0;1;0;325000;2,81;1;0;3;215,44;3;49,47;3;45;1;2;14328;1
PHASE_2_6555;17.09.2016 10:50;Sep 16;9;2016;43;2015 Tesla Model S;0;0;0;0;275000;2,49;1;1;4;293,82;3;5,18;4;45;1;5;10666,66667;1
PHASE_2_6558;24.08.2016 15:22;Aug 16;8;2016;43;2014 Nissan Leaf;0;0;0;0;175000;0,52;1;1;3;103,26;0;20,13;2;35;1;3;6000;1
PHASE_2_7614;25.08.2016 22:16;Aug 16;8;2016;43;2015 Ford Fusion Energi;0;0;0;0;75000;0,8;1;0;2;98,7;3;15,7;1;25;1;1;11538,46154;
PHASE_2_7611;25.08.2016 18:57;Aug 16;8;2016;43;2016 Tesla Model S;0;0;0;0;75000;2,74;1;1;3;376;2;4,95;1;75;0;1;12009,6;1
PHASE_2_6564;24.08.2016 15:16;Aug 16;8;2016;43;2016 Chevrolet Volt;0;0;0;0;225000;1,47;1;1;3;;0;;3;45;0;2;6016,8;
PHASE_2_6567;;;;;18;2016 Kia Soul EV;0;0;0;0;;;;;;;;;2;65;0;3;;1
PHASE_2_6570;24.08.2016 15:24;Aug 16;8;2016;43;2015 Chevrolet Volt;0;0;1;0;375000;2,55;1;1;4;991,49;1;3,01;2;65;0;2;10324,2;
PHASE_2_6573;25.08.2016 20:26;Aug 16;8;2016;43;2015 Tesla Model S;0;0;0;0;325000;1,26;1;1;3;146,23;15;2,98;2;65;0;2;14742,85714;1
PHASE_2_6576;24.08.2016 15:45;Aug 16;8;2016;43;2016 Chevrolet Volt;1;1;0;0;175000;2,72;1;0;4;125,49;3;;2;65;0;2;8070;
PHASE_2_6579;;;;;9;2015 Chevrolet Volt;0;0;0;0;;;;;;;;;;;;2;;
PHASE_2_6582;24.08.2016 15:14;Aug 16;8;2016;43;2016 Fiat 500e;0;0;0;0;;2,49;1;1;4;464,53;0;7,94;4;45;0;2;7500;1
